,"Symbol","Company Name","Security Type","Security Price","Equity Summary Score","Volume (90 Day Avg)","Market Capitalization","Dividend Yield","Company Headquarters Location","Sector","Industry","Optionable","Price Performance (52 Weeks)","Total Return (1 Yr Annualized)","Beta (1 Year Annualized)","Standard Deviation (1 Yr Annualized)","S&P Global Market Intelligence Valuation","S&P Global Market Intelligence Quality","S&P Global Market Intelligence Growth Stability","S&P Global Market Intelligence Financial Health","P/E (Price/TTM Earnings)","PEG Ratio","EPS Growth (Proj This Yr vs. Last Yr)","Institutional Ownership","Institutional Ownership (Last vs. Prior Qtr)","Analyst Sentiment"
902,"DTE","DTE Energy Co","Common Stock",131.18,6.9,1.03503,24940000000,2.74973,"United States of America","Utilities","Multi-Utilities","Yes (Option Chain)",8.06136,42.06683,0.509153,0.14393,49,87,52,69,29.3,8.25765,-0.71786,72.1496,0.127,"neutral"
903,"GPK","Graphic Packaging Holding Co","Common Stock",22.175,6.9,2.7576,6730000000,1.37489,"United States of America","Materials","Containers & Packaging","Yes (Option Chain)",17.62803,19.48165,0.527254,0.25422,49,54,6,69,26.1,0.85512,82.80702,94.2053,3.9562,"neutral"
904,"NTCT","NetScout Systems Inc","Common Stock",31.38,6.9,0.4113,2320000000,0,"United States of America","Information Technology","Communications Equipment","Yes (Option Chain)",20.02291,20.02291,0.881625,0.33443,84,76,97,85,42.4,,3.52941,93.0005,2.6944,"neutral"
905,"OSIS","OSI Systems Inc","Common Stock",78.78,6.9,0.09467,1330000000,0,"United States of America","Information Technology","Electronic Equipment, Instruments & Components","Yes (Option Chain)",-18.92927,-18.92927,0.533888,0.16957,69,58,21,82,13.3,,9.32331,94.0322,-1.2708,"neutral"
906,"PHI","PLDT Inc","Depository Receipt",35.69,6.9,0.03238,7580000000,4.70339,"Philippines","Communication Services","Wireless Telecommunication Services","No",33.9313,41.87203,0.475582,0.30004,46,78,53,83,15.1,1.36673,-3.77762,2.7668,-6.0956,"neutral"
907,"RWT","Redwood Trust Inc.","Common Stock (REIT)",9.82,6.9,1.33043,1160000000,9.52381,"United States of America","Financials","Mortgage Real Estate Investment Trusts (REITs)","Yes (Option Chain)",-13.05131,-6.84162,0.721221,0.25049,29,11,20,37,5.2,,-49.40928,69.0201,3.0465,"neutral"
908,"SKT","Tanger Factory Outlet Centers Inc.","Common Stock (REIT)",16.05,6.9,0.94026,1650000000,5.0665,"United States of America","Real Estate","Equity Real Estate Investment Trusts (REITs)","Yes (Option Chain)",-9.51289,-5.46928,0.995568,0.39494,75,68,63,98,200.6,,702.5,82.4362,5.8932,"neutral"
909,"SNX","TD SYNNEX Corporation","Common Stock",102.35,6.9,0.33348,9650000000,1.19522,"United States of America","Information Technology","Electronic Equipment, Instruments & Components","Yes (Option Chain)",-17.16172,-16.373,0.79513,0.25313,41,26,2,81,16.5,,21.75532,85.3707,-1.5096,"neutral"
910,"TROW","T. Rowe Price Group Inc","Common Stock",129.55,6.9,1.72399,28480000000,3.83142,"United States of America","Financials","Capital Markets","Yes (Option Chain)",-30.36214,-28.61881,1.321792,0.25078,74,99,40,45,10.5,,-15.92941,71.5453,1.3922,"neutral"
911,"TXN","Texas Instruments Inc","Common Stock",173.58,6.9,6.04001,160450000000,2.64368,"United States of America","Information Technology","Semiconductors & Semiconductor Equipment","Yes (Option Chain)",-2.68184,-0.89538,0.801945,0.19559,72,75,77,52,19.9,1.99085,7.62712,84.3887,2.1618,"neutral"
912,"VECO","Veeco Instruments Inc","Common Stock",23.57,6.9,0.47855,1170000000,0,"United States of America","Information Technology","Semiconductors & Semiconductor Equipment","Yes (Option Chain)",1.89011,1.89011,1.408772,0.37726,70,68,77,54,48.1,,11.88811,98.9372,2.6089,"neutral"
913,"WASH","Washington Trust Bancorp Inc","Common Stock",48.07,6.9,0.05474,818370000,4.57433,"United States of America","Financials","Banks","Yes (Option Chain)",-7.50245,-3.813,0.298913,0.21078,26,49,60,4,11.6,,-17.22944,72.3306,1.6534,"neutral"
914,"XOMA","XOMA Corp","Common Stock",18.71,6.9,0.02746,220970000,0,"United States of America","Health Care","Biotechnology","No",-49.05413,-49.05413,1.415262,0.5382,98,82,91,80,28.8,,,56.1055,0.98,"neutral"
915,"ZBH","Zimmer Biomet Holdings Inc","Common Stock",122.88,6.9,1.78306,25250000000,0.79569,"United States of America","Health Care","Health Care Equipment & Supplies","Yes (Option Chain)",-29.80015,-24.57322,0.653996,0.2306,84,96,1,90,64.3,6.46837,-11.27544,88.7396,0.9509,"neutral"
916,"ZYXI","Zynex Inc","Common Stock",6.59,6.9,0.40127,241300000,0,"United States of America","Health Care","Health Care Equipment & Supplies","Yes (Option Chain)",-53.53383,-48.37762,1.257099,0.54141,84,62,90,90,15.1,,-1.13636,,6.1587,"neutral"
917,"VOXX","VOXX International Corp","Common Stock",7.775,6.9,0.1373,184800000,0,"United States of America","Consumer Discretionary","Household Durables","Yes (Option Chain)",-56.17214,-56.17214,1.533117,0.55577,74,54,15,81,,,,43.1126,-1.0367,"neutral"
918,"NFBK","Northfield Bancorp Inc","Common Stock",13.05,6.9,0.13963,635350000,4.00308,"United States of America","Financials","Thrifts & Mortgage Finance","Yes (Option Chain)",-21.03343,-18.54586,0.262715,0.18499,55,96,73,21,9.5,,-22.96552,57.9096,-1.8162,"neutral"
919,"EFC","Ellington Financial Inc","Common Stock",16.375,6.9,0.75623,924590000,11.28527,"United States of America","Financials","Mortgage Real Estate Investment Trusts (REITs)","Yes (Option Chain)",-11.09253,-1.76046,0.307578,0.14142,45,16,11,33,6.3,1.41697,0.71038,59.5452,9.0457,"neutral"
920,"NWSA","News Corp","Common Stock",20.12,6.9,2.80533,7900000000,0.98912,"United States of America","Communication Services","Media","Yes (Option Chain)",-22.8097,-22.08958,0.974301,0.24289,64,57,56,69,24.2,1.14316,37.16418,96.256,0.7296,"neutral"
921,"SFBS","ServisFirst Bancshares Inc","Common Stock",81.5,6.9,0.19035,4400000000,1.13426,"United States of America","Financials","Banks","Yes (Option Chain)",28.25743,29.60894,0.81179,0.25577,5,46,66,90,20.7,,16.01036,62.7742,2.6084,"neutral"
922,"RMBL","RumbleON Inc","Common Stock",20.06,6.9,0.17845,319300000,0,"United States of America","Consumer Discretionary","Internet & Direct Marketing Retail","No",-47.73738,-47.73738,2.432197,0.6885,8,10,3,25,,,,40.3507,13.7877,"neutral"
923,"IRMD","iRadimed Corp","Common Stock",34.35,6.9,0.08708,428330000,0,"United States of America","Health Care","Health Care Equipment & Supplies","No",20.28219,22.68831,1.575454,0.50081,76,89,79,20,41.4,,20.48193,40.366,4.9412,"neutral"
924,"KNTK","Kinetik Holdings Inc","Common Stock",73.6,6.9,0.12957,4750000000,8.3682,"United States of America","Energy","Oil, Gas & Consumable Fuels","No",6.55372,13.78557,0.117558,0.45664,42,44,21,56,,,-38.53606,7.1323,-9.4133,"neutral"
925,"ALC","Alcon Inc","Common Stock",71.09,6.9,0.80334,34720000000,0.28996,"Switzerland","Health Care","Health Care Equipment & Supplies","Yes (Option Chain)",-6.07185,-5.93392,0.962633,0.27332,80,94,43,79,93.5,6.16559,8.65116,50.0966,11.5821,"neutral"
926,"DDOG","Datadog Inc","Common Stock",114.29,6.9,4.26972,37850000000,0,"United States of America","Information Technology","Software","Yes (Option Chain)",49.9314,49.9314,2.145311,0.53368,48,50,66,15,,,7.5,72.5074,4.1742,"neutral"
927,"VEL","Velocity Financial Inc","Common Stock",10.84,6.9,0.01685,353000000,0,"United States of America","Financials","Thrifts & Mortgage Finance","No",20.30905,20.30905,0.582556,0.39738,62,99,15,,12.6,,15.71429,96.3497,61.0568,"neutral"
928,"ACN","Accenture PLC","Common Stock",305.57,6.8,2.58451,201780000000,1.2738,"Ireland","Information Technology","IT Services","Yes (Option Chain)",5.04535,6.24054,1.104232,0.22813,74,78,65,76,30.8,2.4191,22.76136,72.1683,3.3614,"neutral"
929,"AKR","Acadia Realty Trust","Common Stock (REIT)",20.7,6.8,0.59963,1900000000,3.54505,"United States of America","Real Estate","Equity Real Estate Investment Trusts (REITs)","Yes (Option Chain)",-2.77645,0.90429,0.780734,0.2535,33,20,52,6,79.6,,-15.38462,97.5196,3.9966,"neutral"
930,"DLB","Dolby Laboratories Inc","Common Stock",78.58,6.8,0.50762,7990000000,1.27502,"United States of America","Information Technology","Software","Yes (Option Chain)",-22.70622,-21.86789,0.646996,0.20428,75,60,9,71,32.2,2.00897,3.74317,91.3931,3.3976,"neutral"
931,"EXEL","Exelixis Inc","Common Stock",22.65,6.8,2.04982,7260000000,0,"United States of America","Health Care","Biotechnology","Yes (Option Chain)",-8.48142,-8.48142,0.155428,0.36854,96,95,89,46,31.5,0.69382,27.36111,83.1997,-1.8555,"neutral"
932,"HNGR","Hanger Inc","Common Stock",15.83,6.8,0.10781,622510000,0,"United States of America","Health Care","Health Care Providers & Services","Yes (Option Chain)",-36.02086,-36.02086,0.331945,0.30715,89,67,25,94,14.8,,13.40206,,0.8618,"neutral"
933,"VTRS","Viatris Inc","Common Stock",10.2999,6.8,12.57738,12380000000,4.70127,"United States of America","Health Care","Pharmaceuticals","Yes (Option Chain)",-24.37037,-21.98294,0.907473,0.42201,98,95,73,98,,,-6.78378,74.4253,3.0489,"neutral"
934,"NHC","National Healthcare Corp","Common Stock",68.96,6.8,0.03437,1070000000,3.19118,"United States of America","Health Care","Health Care Providers & Services","Yes (Option Chain)",-1.94851,1.06626,0.795269,0.23446,87,75,15,98,7.7,,,44.6399,-0.6884,"neutral"
935,"RHI","Robert Half International Inc.","Common Stock",99.19,6.8,0.89987,10860000000,1.75582,"United States of America","Industrials","Professional Services","Yes (Option Chain)",11.81372,13.49854,1.329341,0.28178,58,93,92,33,16.8,1.44622,18.15299,86.2502,0.7049,"neutral"
936,"SMP","Standard Motor Products Inc.","Common Stock",41.37,6.8,0.08678,964700000,2.52395,"United States of America","Consumer Discretionary","Auto Components","Yes (Option Chain)",-0.09339,2.05682,0.644939,0.22903,63,34,8,88,9.4,,0.31461,74.3939,-0.2829,"neutral"
937,"SUI","Sun Communities Inc.","Common Stock (REIT)",170.08,6.8,0.65537,20710000000,2.06743,"United States of America","Real Estate","Equity Real Estate Investment Trusts (REITs)","Yes (Option Chain)",2.05599,3.90262,0.661667,0.19512,34,57,55,86,54.9,,-31.10119,96.7224,10.37,"neutral"
938,"TOWN","Townebank","Common Stock",27.86,6.8,0.22326,2010000000,2.89331,"United States of America","Financials","Banks","Yes (Option Chain)",-10.74887,-8.41206,0.437901,0.21023,76,82,23,77,10.6,,-12.89562,71.4779,3.3584,"neutral"
939,"UTMD","Utah Medical Products Inc","Common Stock",83.67,6.8,0.01383,306180000,1.38474,"United States of America","Health Care","Health Care Equipment & Supplies","No",-3.99954,-1.30323,0.45782,0.26792,92,95,58,20,20,,,71.4054,0.4672,"neutral"
940,"WTW","Willis Towers Watson plc","Common Stock",216.46,6.8,1.03652,23580000000,1.55097,"United Kingdom","Financials","Insurance","No",-18.97008,-17.91457,0.769063,0.25004,62,61,82,69,16.1,,16.23276,94.639,-0.3497,"neutral"
941,"TRTN","Triton International Ltd","Common Stock",63.95,6.8,0.5294,4030000000,4.20168,"Bermuda","Industrials","Trading Companies & Distributors","Yes (Option Chain)",23.34064,28.63487,0.910976,0.32315,68,47,83,30,8.9,,16.14629,66.609,-1.4898,"neutral"
942,"CNK","Cinemark Holdings Inc","Common Stock",15.835,6.8,2.61779,1930000000,0,"United States of America","Communication Services","Entertainment","Yes (Option Chain)",-24.71698,-24.71698,1.234973,0.53584,47,47,93,33,,,,94.0717,2.4346,"neutral"
943,"ULTA","Ulta Beauty Inc","Common Stock",402.65,6.8,0.67638,21180000000,0,"United States of America","Consumer Discretionary","Specialty Retail","Yes (Option Chain)",25.06168,25.06168,1.185621,0.29343,61,90,66,63,22.4,0.51615,3.62625,89.5883,-2.5829,"neutral"
944,"FF","FutureFuel Corp","Common Stock",10.22,6.8,0.21733,437630000,2.4,"United States of America","Materials","Chemicals","Yes (Option Chain)",-6.61301,-6.25336,0.665257,0.39075,31,50,86,73,17,,,47.0291,0.9109,"neutral"
945,"NLSN","Nielsen Holdings plc","Common Stock",26.82,6.8,8.65026,9650000000,0.89419,"United Kingdom","Industrials","Professional Services","Yes (Option Chain)",4.63938,5.79478,1.789417,0.51063,75,60,51,23,17.8,,0.99448,95.9251,4.5228,"neutral"
946,"MODN","Model N Inc","Common Stock",25.6,6.8,0.1488,957460000,0,"United States of America","Information Technology","Software","Yes (Option Chain)",-33.93665,-33.93665,1.134135,0.32512,37,36,33,24,,,-6.2963,95.8376,-2.2007,"neutral"
947,"ESNT","Essent Group Ltd","Common Stock",42.09,6.8,0.68517,4460000000,1.95265,"Bermuda","Financials","Thrifts & Mortgage Finance","Yes (Option Chain)",-22.08064,-20.7541,0.721182,0.22434,88,98,75,,6.9,0.43127,-1.16203,92.7457,-1.0551,"neutral"
948,"FRBA","First Bank","Common Stock",14.24,6.8,0.03202,278600000,1.69014,"United States of America","Financials","Banks","No",11.89913,13.34391,0.232653,0.19085,77,32,86,7,8.3,,-2.7933,76.2702,1.3238,"neutral"
949,"TMX","Terminix Global Holdings Inc","Common Stock",46.2299,6.8,0.85655,5590000000,0,"United States of America","Consumer Discretionary","Diversified Consumer Services","Yes (Option Chain)",-9.60896,-9.60896,0.50734,0.3197,55,68,55,26,46.2,,12.23776,97.6904,-1.1142,"neutral"
950,"SBOW","SilverBow Resources Inc","Common Stock",36.9,6.8,0.21496,591600000,0,"United States of America","Energy","Oil, Gas & Consumable Fuels","No",262.61586,262.61586,0.399689,0.68451,92,94,38,79,5.7,,12804,66.6542,27.0588,"neutral"
951,"HGV","Hilton Grand Vacations Inc","Common Stock",45.6,6.8,0.57607,5630000000,0,"United States of America","Consumer Discretionary","Hotels, Restaurants & Leisure","Yes (Option Chain)",5.43088,5.43088,1.238721,0.3478,58,11,93,33,26.1,,96.34831,97.3387,0.9902,"neutral"
952,"PUMP","ProPetro Holding Corp","Common Stock",14.22,6.8,1.09598,1470000000,0,"United States of America","Energy","Energy Equipment & Services","Yes (Option Chain)",47.24818,47.24818,0.121094,0.59303,50,80,68,73,,,,80.6774,13.6808,"neutral"
953,"NVST","Envista Holdings Corp","Common Stock",40.32,6.8,1.80575,6430000000,0,"United States of America","Health Care","Health Care Equipment & Supplies","Yes (Option Chain)",-8.68762,-8.68762,1.268233,0.31913,90,86,26,93,27.2,0.65569,7.40541,89.0676,2.625,"neutral"
954,"DTM","DT Midstream Inc","Common Stock",55.76,6.8,0.62393,5240000000,4.72151,"United States of America","Energy","Oil, Gas & Consumable Fuels","No",,,,,36,52,33,19,17.6,1.97575,14.01899,76.5819,3.797,"neutral"
955,"CVLG","Covenant Logistics Group Inc","Common Stock",21.31,6.7,0.11214,345960000,1.18315,"United States of America","Industrials","Road & Rail","Yes (Option Chain)",-6.83422,-6.5777,0.88352,0.50035,93,95,31,94,5,,16.759,61.3947,-0.3915,"neutral"
956,"CX","Cemex SAB de CV","Depository Receipt",4.45,6.7,8.5861,6610000000,0,"Mexico","Materials","Construction Materials","Yes (Option Chain)",-44.74018,-44.74018,1.413417,0.41377,93,68,88,76,8.7,,,33.5209,-4.084,"neutral"
957,"GLW","Corning Inc","Common Stock",36.285,6.7,5.02342,30370000000,3.00334,"United States of America","Information Technology","Electronic Equipment, Instruments & Components","Yes (Option Chain)",-18.66094,-16.66512,0.882093,0.31546,86,85,65,82,29,1.33929,13.71981,69.0553,1.1203,"neutral"
958,"GOOGL","Alphabet Inc","Common Stock",2344.99,6.7,1.86668,804710000000,0,"United States of America","Communication Services","Interactive Media & Services","Yes (Option Chain)",-0.48739,-0.48739,1.361272,0.24404,64,64,79,60,21.2,1.23584,-0.72103,78.0879,3.2355,"neutral"
959,"JLL","Jones Lang LaSalle Inc","Common Stock",219.25,6.7,0.29242,10710000000,0,"United States of America","Real Estate","Real Estate Management & Development","Yes (Option Chain)",14.89011,14.89011,1.038904,0.30132,73,75,85,81,11.9,,-0.88855,95.0622,0.5029,"neutral"
960,"KLAC","KLA Corp","Common Stock",331.5462,6.7,1.44236,48750000000,1.28582,"United States of America","Information Technology","Semiconductors & Semiconductor Equipment","Yes (Option Chain)",4.95132,6.15997,1.922582,0.38963,83,76,80,63,16.1,0.78594,44.06873,88.0107,0.8239,"neutral"
961,"KSS","Kohl's Corp","Common Stock",57.83,6.7,4.0903,7560000000,3.40194,"United States of America","Consumer Discretionary","Multiline Retail","Yes (Option Chain)",0.22162,2.57115,1.963935,0.53133,94,92,54,78,9.2,1.08757,-1.45975,90.8793,4.1121,"neutral"
962,"MFA","MFA Financial Inc","Common Stock (REIT)",14.54,6.7,1.18671,1510000000,12.22222,"United States of America","Financials","Mortgage Real Estate Investment Trusts (REITs)","Yes (Option Chain)",-18.18182,-10.38591,0.504204,0.2248,54,30,48,0,5.5,,-33.90152,65.3854,2.3178,"neutral"
963,"MVBF","MVB Financial Corp","Common Stock",39.6,6.7,0.0238,496570000,1.66259,"United States of America","Financials","Banks","No",1.53923,2.99628,0.192747,0.22367,23,17,14,39,12.8,,-29.74194,,1.9889,"neutral"
964,"NPK","National Presto Industries Inc.","Common Stock",73.13,6.7,0.04633,510610000,6.23787,"United States of America","Industrials","Aerospace & Defense","No",-29.87947,-26.0213,0.502833,0.21885,48,51,20,31,26.5,,,53.1177,-3.0917,"neutral"
965,"OSBC","Old Second Bancorp Inc","Common Stock",14.47,6.7,0.18888,634010000,1.40252,"United States of America","Financials","Banks","Yes (Option Chain)",7.94852,9.62006,0.133823,0.2563,19,1,8,57,24.1,,5.14706,,11.4653,"neutral"
966,"PRGO","Perrigo Co Plc","Common Stock",33.5345,6.7,1.45935,4500000000,3.11005,"Ireland","Health Care","Pharmaceuticals","Yes (Option Chain)",-19.67331,-17.64296,0.019796,0.31531,81,95,70,96,,,21.1165,94.2413,5.5938,"neutral"
967,"RCKY","Rocky Brands Inc","Common Stock",41.21,6.7,0.04074,286450000,1.58284,"United States of America","Consumer Discretionary","Textiles, Apparel & Luxury Goods","No",-25.60304,-24.57014,0.739521,0.50157,22,5,30,49,14.9,,30.41002,73.2621,7.313,"neutral"
968,"SJI","South Jersey Industries Inc","Common Stock",34.14,6.7,1.4918,4010000000,3.62998,"United States of America","Utilities","Gas Utilities","Yes (Option Chain)",38.0202,44.27203,0.667409,0.4631,31,52,34,32,42.7,,3.33333,85.7558,2.2794,"neutral"
969,"TPX","Tempur Sealy International Inc","Common Stock",28.17,6.7,3.13528,5020000000,1.42704,"United States of America","Consumer Discretionary","Household Durables","Yes (Option Chain)",-26.5076,-25.84265,1.104167,0.35776,82,78,61,66,9,0.6176,3.10345,87.4687,0.2238,"neutral"
970,"TEL","TE Connectivity Ltd","Common Stock",127.05,6.7,1.75676,40520000000,1.78089,"Switzerland","Information Technology","Electronic Equipment, Instruments & Components","Yes (Option Chain)",-6.46241,-5.19645,1.023967,0.24498,75,81,33,80,16.8,,9.63134,88.3572,2.3617,"neutral"
971,"V","Visa Inc","Common Stock",208.45,6.7,8.62862,440650000000,0.70912,"United States of America","Information Technology","IT Services","Yes (Option Chain)",-9.43227,-8.87005,0.894736,0.2624,75,75,72,55,32.7,1.83298,20.94755,93.5359,-0.3196,"neutral"
972,"IRWD","Ironwood Pharmaceuticals Inc","Common Stock",12.09,6.7,2.43296,1880000000,0,"United States of America","Health Care","Biotechnology","Yes (Option Chain)",9.0991,9.0991,0.643495,0.26912,98,65,55,83,3.8,,13.10345,87.0756,-2.0696,"neutral"
973,"ZNGA","Zynga Inc","Common Stock",8.395,6.7,32.02378,9480000000,0,"United States of America","Communication Services","Entertainment","Yes (Option Chain)",-21.5428,-21.5428,0.280511,0.60857,40,44,45,35,,,85.71429,80.9974,2.913,"neutral"
974,"BCOV","Brightcove Inc","Common Stock",6.99,6.7,0.19039,293360000,0,"United States of America","Information Technology","IT Services","Yes (Option Chain)",-51.37741,-51.37741,1.08993,0.35488,79,93,28,84,,,-36.25,85.2382,3.8924,"neutral"
